fi id	sw	en
Verenpaine koti diastolinen, päivä 3, ilta, mittaus 2	954
Verenpaine koti diastolinen, päivä 4, aamu, mittaus 1	958
Verenpaine koti diastolinen, päivä 4, aamu, mittaus 2	960
Verenpaine koti diastolinen, päivä 4, ilta, mittaus 1	963
Verenpaine koti diastolinen, päivä 4, ilta, mittaus 2	965
Verenpaine koti systolinen, päivä 1, aamu, mittaus 1	889
Verenpaine koti systolinen, päivä 1, aamu, mittaus 2	891
Verenpaine koti systolinen, päivä 1, ilta, mittaus 1	893
Verenpaine koti systolinen, päivä 1, ilta, mittaus 2	895
Verenpaine koti systolinen, päivä 2, aamu mittaus 1	934
Verenpaine koti systolinen, päivä 2, aamu, mittaus 2	937
Verenpaine koti systolinen, päivä 2, ilta, mittaus 1	940
Verenpaine koti systolinen, päivä 2, ilta, mittaus 2	942
Verenpaine koti systolinen, päivä 3, aamu, mittaus 1	945
Verenpaine koti systolinen, päivä 3, aamu, mittaus 2	948
Verenpaine koti systolinen, päivä 3, ilta, mittaus 1	951
Verenpaine koti systolinen, päivä 3, ilta, mittaus 2	953
Verenpaine koti systolinen, päivä 4, aamu, mittaus 1	957
Verenpaine koti systolinen, päivä 4, aamu, mittaus 2	959
Verenpaine koti systolinen, päivä 4, ilta, mittaus 1	962
Verenpaine koti systolinen, päivä 4, ilta, mittaus 2	964
Verenpaine yli 140/80 mmHg?	388
Verenpaineen riskitekijöitä	345
Verenpaineen seuranta	569
Verenpaineeseen vaikuttavat elintavat	532
Verenpainelääkitys (kyllä/ei)	452
Verenpainelääkitys (kyllä/ei)	342
Verenpainelääkitys (lääke-monivalinta)	453
Verenpainelääkitys (lääkkeet)	346
Verenpainemittarin kalibrointi	887
Verenpainetavoite (diabetes)	492
Verenpainetavoite (munuaissairaus)	498
Verenpainetavoite (yleinen)	487
Verenpainetavoite kotimittauksessa (yleinen)	488
Verenpainetavoite kotimittauksissa (diabetes)	493
Verenpainetavoite kotimittauksissa (munuaissairaus)	497
Verestävä silmä	611
Verta ulosteessa (ripuli)	709
Verta yskän mukana	42
Viesti henkilölle, jolla on peräaukon seudun oireita	526
Viesti vatsaoireiselle, jolla on närästys	524
Viesti vatsaoireiselle, jolla on ripuli	523
Viesti vatsaoireiselle, jolla on ripuli	525
Viimeisimmän mahan tähystyksen ajankohta	512
Viimeisimmän paksusuolen tähystyksen ajankohta	513
Virtsaamisen odottaminen	752
Virtsaamisen odottamisen haitta	753
Virtsaamisen ponnistaminen	758
Virtsaamisen ponnistamisen haitta	759
Virtsaamiskivut	770
Virtsaamiskivut haitta	771
Virtsaamistiheys päivällä	762
Virtsaamistiheys päivällä haitta	763
Virtsaamistiheys yöllä	764
Virtsaamistiheys yöllä haitta	765
Virtsantulo	754
Virtsantulon haitta	755
Virtsatiekatetri tai katetrointi (kyllä/ei)	31
Virtsatieoireet virtsatietulehdusoireisella	21
Virtsatietulehdus aikuisella -artikkelin tulostuslinkki	266
Voimakkaamman kipulääkkeen tarve	123
Vyötärönympärys (cm)	551
Vähitellen alkanut päänsärky	284
Vähärasvaisten tuotteiden käyttö	558
Väkevän hapon nousu (närästysoire)	307
Väärä ikä	779
Väärä sukupuoli valittu	778
WHOQOL/asioihin keskittyminen	628
WHOQOL/avustajan käyttö/kyllä/ei	651
WHOQOL/elämän merkityksellisyys	627
WHOQOL/Elämänlaatu	621
WHOQOL/elämästä nauttiminen	626
WHOQOL/fyysinen kipu	624
WHOQOL/kielteiset tuntemukset	650
WHOQOL/liikuntakyky	637
WHOQOL/lääke- ja muu hoito	625
WHOQOL/mahdollisuudet vapaa-ajan toimintaan	636
WHOQOL/Muuta	653
WHOQOL/raha	634
WHOQOL/tarmokkuus	632
WHOQOL/terveystyytyväisyys	622
WHOQOL/tiedon saanti	635
WHOQOL/turvallisuuden tunne	629
WHOQOL/tyytyvyäisyys ystävien tukeen	645
WHOQOL/tyytyväisyys asuinalueeseen	646
WHOQOL/tyytyväisyys ihmissuhteisiin	643
WHOQOL/tyytyväisyys itseen	642
WHOQOL/tyytyväisyys julkisten tms. liikennevälineiden käyttöön	648
WHOQOL/tyytyväisyys selviytyä päivittäisistä toimista	640
WHOQOL/tyytyväisyys sukupuolielämään	644
WHOQOL/tyytyväisyys terveyspalvelujen saantiin	647
WHOQOL/tyytyväisyys työkykyyn	641
WHOQOL/tyytyväisyys unen laatuun	639
WHOQOL/täyttämisen kesto	652
WHOQOL/ulkomuototyytyväisyys	633
WHOQOL/ympäristön terveellisyys	630
Yhden kysymyksen AUDIT (miehet)	303
Yhden kysymyksen AUDIT (naiset)	304
Yleinen terveydentila	728
Yleiset kysymykset	659
Yleisivointi -ripuli	866
Yleisoireet (tuberkuloosiepäily)	248
Yleistila - yleisvointi	35
Yleisvoinnin lasku (vointi, yleistila)	127
Yleisvointi (hengenahdistus)	60
Yleisvointi (vointi, yleistila)	133
Ylipaino	76
Yläpaine yli 200 mmHg?	400
Yläpaine, mmHg (diabetes)	494
Yläpaine, mmHg (munuaissairaus)	499
Yläpaine, mmHg (yleinen)	489
Yläselän oire - palaute	927
Ympärivuorokautisen hoivan tarve hv-arvio	673
Yskä-artikkelin tulostuslinkki	703
Yskän kesto	43
Yskäoire (kyllä/ei)	136
Yskökset (kyllä/ei)	40
Yösärky	357
Yösärky	696
Äkillinen päänsärky	282
Äkillinen virtsaamistarve	766
Äkillinen virtsaamistarve haitta	767
Äänen käheys (kyllä/ei)	55
Ääni kokonaan poissa	595
